Date,Open,High,Low,Close,Adj Close,Volume
2018-08-01,106.029999,106.449997,105.419998,106.279999,100.307014,23628700
2018-08-02,105.400002,108.089996,104.839996,107.570000,101.524506,26104300
2018-08-03,107.800003,108.050003,106.820000,108.040001,101.968094,18659600
2018-08-06,108.120003,108.419998,107.559998,108.129997,102.053024,20265900
2018-08-07,108.559998,109.099998,108.169998,108.879997,102.760880,16080200
2018-08-08,109.330002,109.750000,108.760002,109.489998,103.336594,15487500
2018-08-09,109.709999,110.160004,109.599998,109.669998,103.506477,13677200
2018-08-10,109.419998,109.690002,108.379997,109.000000,102.874123,18183700
2018-08-13,109.239998,109.580002,108.099998,108.209999,102.128555,18472500
2018-08-14,108.559998,109.750000,108.040001,109.559998,103.402679,16788300
2018-08-15,108.489998,108.989998,106.820000,107.660004,102.000481,29982800
2018-08-16,108.300003,108.860001,107.300003,107.639999,101.981514,21384300
2018-08-17,107.360001,107.900002,106.690002,107.580002,101.924690,18061500
2018-08-20,107.510002,107.900002,106.480003,106.870003,101.252022,17914200
2018-08-21,106.919998,107.349998,105.849998,105.980003,100.408798,22881900
2018-08-22,105.849998,107.339996,105.779999,107.059998,101.432030,18000600
2018-08-23,107.150002,108.180000,106.870003,107.559998,101.905731,18167700
2018-08-24,107.669998,108.559998,107.559998,108.400002,102.701584,17234000
2018-08-27,109.269997,109.639999,108.510002,109.599998,103.838501,19662300
2018-08-28,109.940002,110.500000,109.790001,110.260002,104.463806,19151500
2018-08-29,110.449997,112.029999,110.269997,112.019997,106.131287,20818000
2018-08-30,111.669998,112.610001,111.440002,111.949997,106.064972,22798700
2018-08-31,111.690002,112.779999,111.519997,112.330002,106.424988,23222700
2018-09-04,110.849998,111.959999,110.220001,111.709999,105.837570,22634600
2018-09-05,111.010002,111.419998,108.099998,108.489998,102.786850,32872400
2018-09-06,108.250000,108.989998,107.510002,108.739998,103.023705,23477600
2018-09-07,108.230003,108.720001,107.230003,108.209999,102.521576,22498600
2018-09-10,108.839996,109.639999,108.360001,109.379997,103.630074,20727900
2018-09-11,108.900002,111.589996,108.889999,111.239998,105.392273,24301800
2018-09-12,111.430000,111.849998,110.510002,111.709999,105.837570,18891100
2018-09-13,112.120003,113.730003,112.120003,112.910004,106.974495,26055600
2018-09-14,113.360001,113.730003,112.440002,113.370003,107.410309,19122300
2018-09-17,113.690002,113.699997,111.860001,112.139999,106.244972,20736500
2018-09-18,112.190002,113.699997,111.720001,113.209999,107.258728,22170900
2018-09-19,113.050003,113.320000,111.040001,111.699997,105.828094,21728400
2018-09-20,112.279999,113.800003,111.930000,113.570000,107.599808,23714500
2018-09-21,114.000000,115.290001,113.510002,114.260002,108.253540,71229700
2018-09-24,113.029999,114.900002,112.220001,114.669998,108.641991,27334500
2018-09-25,114.800003,115.099998,113.750000,114.449997,108.433548,22668000
2018-09-26,114.470001,115.059998,113.739998,113.980003,107.988251,19352000
2018-09-27,114.779999,114.910004,114.199997,114.410004,108.395645,19091300
2018-09-28,114.190002,114.570000,113.680000,114.370003,108.357727,21647800
2018-10-01,114.750000,115.680000,114.730003,115.610001,109.532562,18883100
2018-10-02,115.300003,115.839996,114.440002,115.150002,109.096733,20787200
2018-10-03,115.419998,116.180000,114.930000,115.169998,109.115692,16648000
2018-10-04,114.610001,114.760002,111.629997,112.790001,106.860794,34821700
2018-10-05,112.629997,113.169998,110.639999,112.129997,106.235497,29068900
2018-10-08,111.660004,112.029999,109.339996,110.849998,105.022789,29640600
2018-10-09,111.139999,113.080002,110.800003,112.260002,106.358673,26198600
2018-10-10,111.239998,111.500000,105.790001,106.160004,100.579323,61376300
2018-10-11,105.349998,108.930000,104.199997,105.910004,100.342468,63904300
2018-10-12,109.010002,111.239998,107.120003,109.570000,103.810066,47742100
2018-10-15,108.910004,109.480003,106.949997,107.599998,101.943634,32068100
2018-10-16,109.540001,111.410004,108.949997,111.000000,105.164902,31610200
2018-10-17,111.680000,111.809998,109.550003,110.709999,104.890152,26548200
2018-10-18,110.099998,110.529999,107.830002,108.500000,102.796341,32506200
2018-10-19,108.930000,110.860001,108.209999,108.660004,102.947914,32785500
2018-10-22,109.320000,110.540001,108.239998,109.629997,103.866905,26545600
2018-10-23,107.769997,108.970001,105.110001,108.099998,102.417351,43770400
2018-10-24,108.410004,108.489998,101.589996,102.320000,96.941193,63897800
2018-10-25,106.550003,109.269997,106.150002,108.300003,102.606842,61646800
2018-10-26,105.690002,108.750000,104.760002,106.959999,101.337280,55523100
2018-10-29,108.110001,108.699997,101.629997,103.849998,98.390770,55162000
2018-10-30,103.660004,104.379997,100.110001,103.730003,98.277084,65350900
2018-10-31,105.440002,108.139999,105.389999,106.809998,101.195168,51062400
2018-11-01,107.050003,107.320000,105.529999,105.919998,100.351944,33384200
2018-11-02,106.480003,107.320000,104.980003,106.160004,100.579323,37680200
2018-11-05,106.370003,107.739998,105.900002,107.510002,101.858368,27922100
2018-11-06,107.379997,108.839996,106.279999,107.720001,102.057327,24340200
2018-11-07,109.440002,112.239998,109.400002,111.959999,106.074448,37901700
2018-11-08,111.800003,112.209999,110.910004,111.750000,105.875481,25644100
2018-11-09,110.849998,111.449997,108.760002,109.570000,103.810066,32039200
2018-11-12,109.419998,109.959999,106.099998,106.870003,101.252022,33621800
2018-11-13,107.550003,108.739998,106.639999,106.940002,101.318329,35374600
2018-11-14,108.099998,108.260002,104.470001,104.970001,99.881531,39495100
2018-11-15,104.989998,107.800003,103.910004,107.279999,102.079559,38505200
2018-11-16,107.080002,108.879997,106.800003,108.290001,103.040596,33502100
2018-11-19,108.269997,108.559998,103.550003,104.620003,99.548492,44773900
2018-11-20,101.800003,102.970001,99.349998,101.709999,96.779572,64052500
2018-11-21,103.599998,104.430000,102.239998,103.110001,98.111687,28130600
2018-11-23,102.169998,103.809998,102.000000,103.070000,98.073631,13823100
2018-11-26,104.790001,106.629997,104.580002,106.470001,101.308823,32336200
2018-11-27,106.269997,107.330002,105.360001,107.139999,101.946327,29124500
2018-11-28,107.889999,111.330002,107.860001,111.120003,105.733406,46788500
2018-11-29,110.330002,111.120003,109.029999,110.190002,104.848495,28123200
2018-11-30,110.699997,110.970001,109.360001,110.889999,105.514572,33665600
2018-12-03,113.000000,113.419998,110.730003,112.089996,106.656380,34732800
2018-12-04,111.940002,112.639999,108.209999,108.519997,103.259422,45197000
2018-12-06,105.820000,109.239998,105.000000,109.190002,103.896973,49107400
2018-12-07,108.379997,109.449997,104.300003,104.820000,99.738777,45044900
2018-12-10,104.800003,107.980003,103.889999,107.589996,102.374512,40801500
2018-12-11,109.800003,110.949997,107.440002,108.589996,103.326065,42381900
2018-12-12,110.889999,111.269997,109.040001,109.080002,103.792290,36183000
2018-12-13,109.580002,110.870003,108.629997,109.449997,104.144356,31333400
2018-12-14,108.250000,109.260002,105.500000,106.029999,100.890152,47043100
2018-12-17,105.410004,105.800003,101.709999,102.889999,97.902359,56957300
2018-12-18,103.750000,104.510002,102.519997,103.970001,98.930016,49319200
2018-12-19,103.650002,106.879997,101.349998,103.690002,98.663567,68198200
2018-12-20,103.050003,104.309998,98.779999,101.510002,96.589256,70334200
2018-12-21,101.629997,103.000000,97.459999,98.230003,93.468254,111242100
2018-12-24,97.680000,97.970001,93.980003,94.129997,89.567001,43935200
2018-12-26,95.139999,100.690002,93.959999,100.559998,95.685310,51634800
2018-12-27,99.300003,101.190002,96.400002,101.180000,96.275269,49498500
2018-12-28,102.089996,102.410004,99.519997,100.389999,95.523552,38196300
2018-12-31,101.290001,102.400002,100.440002,101.570000,96.646339,33173800
2019-01-02,99.550003,101.750000,98.940002,101.120003,96.218170,35329300
2019-01-03,100.099998,100.190002,97.199997,97.400002,92.678497,42579100
2019-01-04,99.720001,102.510002,98.930000,101.930000,96.988899,44060600
2019-01-07,101.639999,103.269997,100.980003,102.059998,97.112595,35656100
2019-01-08,103.040001,103.970001,101.709999,102.800003,97.816734,31514400
2019-01-09,103.860001,104.879997,103.239998,104.269997,99.215462,32280800
2019-01-10,103.220001,103.750000,102.379997,103.599998,98.577934,30067600
2019-01-11,103.190002,103.440002,101.639999,102.800003,97.816734,28314200
2019-01-14,101.900002,102.870003,101.260002,102.050003,97.103065,28437100
2019-01-15,102.510002,105.050003,101.879997,105.010002,99.919586,31587600
2019-01-16,105.260002,106.260002,104.959999,105.379997,100.271645,29853900
2019-01-17,105.000000,106.629997,104.760002,106.120003,100.975784,28393000
2019-01-18,107.459999,107.900002,105.910004,107.709999,102.488708,37427600
2019-01-22,106.750000,107.099998,104.860001,105.680000,100.557121,32371300
2019-01-23,106.120003,107.040001,105.339996,106.709999,101.537186,25874300
2019-01-24,106.860001,107.000000,105.339996,106.199997,101.051903,23164800
2019-01-25,107.239998,107.879997,106.199997,107.169998,101.974869,31225600
2019-01-28,106.260002,106.480003,104.660004,105.080002,99.986191,29476700
2019-01-29,104.879997,104.970001,102.169998,102.940002,97.949944,31490500
2019-01-30,104.620003,106.379997,104.330002,106.379997,101.223183,49471900
2019-01-31,103.800003,105.220001,103.180000,104.430000,99.367699,55636400
2019-02-01,103.779999,104.099998,102.349998,102.779999,97.797699,35535700
2019-02-04,102.870003,105.800003,102.769997,105.739998,100.614197,31315100
2019-02-05,106.059998,107.269997,105.959999,107.220001,102.022461,27325400
2019-02-06,107.000000,107.000000,105.529999,106.029999,100.890152,20609800
2019-02-07,105.190002,105.589996,104.290001,105.269997,100.166992,29760700
2019-02-08,104.389999,105.779999,104.260002,105.669998,100.547607,21461100
2019-02-11,106.199997,106.580002,104.970001,105.250000,100.147942,18914100
2019-02-12,106.139999,107.139999,105.480003,106.889999,101.708458,25056600
2019-02-13,107.500000,107.779999,106.709999,106.809998,101.632339,18394900
2019-02-14,106.309998,107.290001,105.660004,106.900002,101.717979,21784700
2019-02-15,107.910004,108.300003,107.360001,108.220001,102.973976,26606900
2019-02-19,107.790001,108.660004,107.779999,108.169998,102.926376,18038500
2019-02-20,107.860001,107.940002,106.290001,107.150002,102.391289,21607700
2019-02-21,106.900002,109.480003,106.870003,109.410004,104.550911,29063200
2019-02-22,110.050003,111.199997,109.820000,110.970001,106.041641,27763200
2019-02-25,111.760002,112.180000,111.260002,111.589996,106.634079,23750600
2019-02-26,111.260002,113.239998,111.169998,112.360001,107.369888,21536700
2019-02-27,111.690002,112.360001,110.879997,112.169998,107.188339,21487100
2019-02-28,112.040001,112.879997,111.730003,112.029999,107.054550,29083900
2019-03-01,112.889999,113.019997,111.669998,112.529999,107.532333,23501200
2019-03-04,113.019997,113.250000,110.800003,112.260002,107.274345,26608000
2019-03-05,112.250000,112.389999,111.230003,111.699997,106.739204,19538300
2019-03-06,111.870003,112.660004,111.430000,111.750000,106.786987,17687000
2019-03-07,111.400002,111.550003,109.870003,110.389999,105.487373,25339000
2019-03-08,109.160004,110.709999,108.800003,110.510002,105.602036,22818400
2019-03-11,110.989998,112.949997,110.980003,112.830002,107.819023,26491600
2019-03-12,112.820000,113.989998,112.650002,113.620003,108.573936,26132700
2019-03-13,114.129997,115.000000,113.779999,114.500000,109.414848,35513800
2019-03-14,114.540001,115.199997,114.330002,114.589996,109.500847,30763400
2019-03-15,115.339996,117.250000,114.589996,115.910004,110.762238,54681100
2019-03-18,116.169998,117.610001,116.050003,117.570000,112.348511,31207600
2019-03-19,118.089996,118.440002,116.989998,117.650002,112.424973,37588700
